guest_id,first_name,last_name,email,customer_type,origin_country,preferred_room_type,loyalty_member,registered_date,total_stays,average_rating
GUEST001056,Marco,Zhang,guest001056@email.com,Business,Greece,Penthouse,True,2024-01-23,3,5.0
GUEST001057,John,Martin,guest001057@email.com,Leisure,Spain,Standard,False,2023-02-01,6,4.0
GUEST001058,Marco,Smith,guest001058@email.com,Business,Belgium,Standard,True,2022-07-14,12,4.3
GUEST001059,Klaus,Rossi,guest001059@email.com,Business,Germany,Deluxe,False,2023-02-12,3,3.8
GUEST001060,Klaus,Brown,guest001060@email.com,Family,France,Deluxe,False,2023-04-18,2,3.5
GUEST001061,Ahmed,Zhang,guest001061@email.com,Couple,Germany,Penthouse,False,2022-10-29,3,3.7
GUEST001062,Lucia,Smith,guest001062@email.com,Business,China,Deluxe,False,2023-12-08,9,3.5
GUEST001063,Marco,Mueller,guest001063@email.com,Business,Greece,Standard,False,2023-04-20,1,4.5
GUEST001064,Emma,Johnson,guest001064@email.com,Family,Belgium,Suite,False,2024-01-10,3,4.6
GUEST001065,Marco,Johnson,guest001065@email.com,Leisure,Netherlands,Family,True,2022-07-04,4,4.5
GUEST001066,Lucia,Martin,guest001066@email.com,Leisure,China,Standard,False,2022-05-19,1,4.2
GUEST001067,Francesca,Zhang,guest001067@email.com,Leisure,China,Penthouse,False,2022-11-28,9,4.1
GUEST001068,Emma,Smith,guest001068@email.com,Leisure,USA,Deluxe,True,2022-07-03,4,4.1
GUEST001069,Emma,Weber,guest001069@email.com,Business,Netherlands,Deluxe,True,2024-07-07,1,3.6
GUEST001070,Sophie,Rossi,guest001070@email.com,Business,Spain,Penthouse,False,2022-04-03,3,5.0
GUEST001071,Klaus,Schmidt,guest001071@email.com,Business,Germany,Deluxe,False,2023-12-10,1,3.7
GUEST001072,Ahmed,Johnson,guest001072@email.com,Business,UK,Family,True,2022-04-04,4,4.3
GUEST001073,Maria,Rossi,guest001073@email.com,Family,China,Deluxe,False,2023-10-12,3,3.5
GUEST001074,Yuki,Johnson,guest001074@email.com,Couple,Greece,Penthouse,True,2023-06-21,3,4.6
GUEST001075,Francesca,Martin,guest001075@email.com,Leisure,USA,Suite,False,2023-09-19,1,4.7
GUEST001076,Ahmed,Zhang,guest001076@email.com,Business,China,Penthouse,False,2023-07-18,3,3.5
GUEST001077,Francesca,Smith,guest001077@email.com,Leisure,Spain,Standard,False,2024-02-26,2,3.4
GUEST001078,Ahmed,Schmidt,guest001078@email.com,Couple,USA,Family,False,2023-08-03,2,4.0
GUEST001079,Ahmed,Mueller,guest001079@email.com,Business,Netherlands,Penthouse,True,2024-06-08,4,4.3
GUEST001080,Ahmed,Mueller,guest001080@email.com,Leisure,UK,Deluxe,False,2024-02-27,4,3.6
GUEST001081,John,Zhang,guest001081@email.com,Leisure,UK,Penthouse,False,2022-11-12,6,4.2
GUEST001082,Klaus,Rossi,guest001082@email.com,Couple,Belgium,Standard,True,2022-10-23,8,4.8
GUEST001083,Ahmed,Johnson,guest001083@email.com,Couple,Greece,Deluxe,False,2024-07-09,2,4.4
GUEST001084,Ahmed,Garcia,guest001084@email.com,Leisure,USA,Penthouse,True,2022-01-04,3,5.0
GUEST001085,Lucia,Brown,guest001085@email.com,Leisure,UK,Suite,False,2022-01-13,21,3.5
GUEST001086,Emma,Rossi,guest001086@email.com,Business,UK,Standard,False,2024-05-25,3,5.0
GUEST001087,Emma,Martin,guest001087@email.com,Business,Greece,Penthouse,False,2024-04-06,6,4.5
GUEST001088,John,Weber,guest001088@email.com,Leisure,USA,Standard,False,2024-06-22,4,4.6
GUEST001089,Emma,Garcia,guest001089@email.com,Couple,Spain,Deluxe,False,2022-08-11,1,4.0
GUEST001090,Lucia,Rossi,guest001090@email.com,Family,Greece,Deluxe,False,2023-04-10,10,4.3
GUEST001091,Francesca,Rossi,guest001091@email.com,Leisure,Italy,Penthouse,False,2022-03-23,3,4.5
GUEST001092,Lucia,Weber,guest001092@email.com,Leisure,Germany,Penthouse,True,2022-01-07,1,3.7
GUEST001093,Sophie,Martin,guest001093@email.com,Leisure,Netherlands,Standard,False,2022-10-12,2,4.5
GUEST001094,Lucia,Martin,guest001094@email.com,Couple,USA,Penthouse,True,2024-04-19,1,4.3
GUEST001095,Sophie,Smith,guest001095@email.com,Family,France,Deluxe,True,2022-07-09,5,4.1
GUEST001096,Ahmed,Smith,guest001096@email.com,Leisure,UK,Deluxe,False,2023-10-31,3,3.9
GUEST001097,Yuki,Smith,guest001097@email.com,Leisure,Spain,Standard,False,2022-05-29,1,4.2
GUEST001098,John,Weber,guest001098@email.com,Couple,USA,Family,False,2024-05-08,6,3.4
GUEST001099,Lucia,Brown,guest001099@email.com,Leisure,Greece,Deluxe,False,2022-12-06,2,3.4
GUEST001100,Maria,Smith,guest001100@email.com,Solo Travel,France,Suite,True,2022-04-22,3,4.1
GUEST001101,Francesca,Mueller,guest001101@email.com,Leisure,Spain,Standard,False,2022-06-15,2,4.2
GUEST001102,Klaus,Weber,guest001102@email.com,Leisure,Netherlands,Suite,False,2023-11-08,2,3.5
GUEST001103,Lucia,Weber,guest001103@email.com,Leisure,Spain,Standard,False,2024-03-17,1,4.5
GUEST001104,Marco,Mueller,guest001104@email.com,Business,Netherlands,Family,False,2024-09-16,4,3.1
GUEST001105,Emma,Weber,guest001105@email.com,Solo Travel,France,Standard,False,2023-01-04,2,5.0
GUEST001106,John,Johnson,guest001106@email.com,Leisure,Germany,Penthouse,False,2024-02-26,1,4.4
GUEST001107,Klaus,Schmidt,guest001107@email.com,Business,Italy,Penthouse,False,2023-01-13,7,3.7
GUEST001108,Francesca,Johnson,guest001108@email.com,Leisure,Greece,Deluxe,False,2024-02-16,6,4.5
GUEST001109,Francesca,Martin,guest001109@email.com,Couple,China,Standard,True,2022-03-08,2,3.5
GUEST001110,Klaus,Rossi,guest001110@email.com,Leisure,Greece,Penthouse,False,2022-05-18,2,3.9
GUEST001111,Maria,Brown,guest001111@email.com,Couple,USA,Family,True,2022-12-04,4,5.0
GUEST001112,Marco,Zhang,guest001112@email.com,Couple,Belgium,Deluxe,False,2023-06-22,5,4.3
GUEST001113,Sophie,Garcia,guest001113@email.com,Leisure,Greece,Deluxe,False,2023-09-19,6,4.7
GUEST001114,John,Johnson,guest001114@email.com,Solo Travel,Belgium,Deluxe,False,2023-08-09,1,4.3
GUEST001115,Marco,Johnson,guest001115@email.com,Couple,Greece,Family,False,2023-05-11,4,4.3
GUEST001116,Lucia,Brown,guest001116@email.com,Couple,Greece,Standard,True,2023-03-14,1,4.7
GUEST001117,Lucia,Schmidt,guest001117@email.com,Family,Belgium,Suite,False,2022-09-23,4,4.0
GUEST001118,Marco,Weber,guest001118@email.com,Leisure,China,Standard,True,2023-10-01,4,4.6
GUEST001119,Yuki,Mueller,guest001119@email.com,Couple,USA,Penthouse,False,2023-09-22,3,4.2
GUEST001120,Lucia,Rossi,guest001120@email.com,Leisure,Netherlands,Deluxe,False,2023-06-17,11,4.7
GUEST001121,Emma,Rossi,guest001121@email.com,Business,Italy,Suite,True,2024-04-07,3,5.0
GUEST001122,Ahmed,Weber,guest001122@email.com,Leisure,Germany,Suite,True,2022-08-27,3,4.4
GUEST001123,Klaus,Garcia,guest001123@email.com,Family,Netherlands,Family,False,2022-01-02,1,4.5
GUEST001124,Maria,Smith,guest001124@email.com,Family,UK,Penthouse,False,2023-04-22,2,4.3
GUEST001125,Maria,Garcia,guest001125@email.com,Leisure,Greece,Penthouse,False,2024-03-29,4,4.0
GUEST001126,Lucia,Zhang,guest001126@email.com,Business,China,Family,False,2023-02-28,1,4.1
GUEST001127,John,Schmidt,guest001127@email.com,Business,Italy,Family,True,2022-12-25,3,3.8
GUEST001128,Marco,Garcia,guest001128@email.com,Family,UK,Deluxe,False,2022-01-12,1,4.4
GUEST001129,Sophie,Brown,guest001129@email.com,Business,Germany,Suite,False,2022-09-18,2,3.9
GUEST001130,Maria,Brown,guest001130@email.com,Solo Travel,Belgium,Deluxe,False,2022-11-04,7,4.4
GUEST001131,Marco,Martin,guest001131@email.com,Leisure,Netherlands,Suite,False,2022-11-28,3,4.4
GUEST001132,John,Johnson,guest001132@email.com,Business,Spain,Suite,False,2023-12-04,3,3.7
GUEST001133,Yuki,Schmidt,guest001133@email.com,Business,Germany,Deluxe,False,2023-02-10,1,3.8
GUEST001134,Lucia,Weber,guest001134@email.com,Leisure,Greece,Deluxe,False,2024-09-10,1,4.4
GUEST001135,John,Mueller,guest001135@email.com,Couple,China,Deluxe,True,2022-07-18,3,4.1
GUEST001136,Yuki,Schmidt,guest001136@email.com,Family,Belgium,Standard,False,2024-08-02,5,3.8
GUEST001137,Emma,Rossi,guest001137@email.com,Couple,Italy,Penthouse,False,2024-03-27,2,4.6
GUEST001138,John,Mueller,guest001138@email.com,Family,Netherlands,Deluxe,False,2023-05-09,2,4.9
GUEST001139,Ahmed,Rossi,guest001139@email.com,Family,Spain,Suite,False,2024-07-02,3,3.7
GUEST001140,Marco,Schmidt,guest001140@email.com,Leisure,Greece,Family,False,2023-04-19,9,5.0
GUEST001141,Francesca,Smith,guest001141@email.com,Business,China,Standard,True,2024-05-05,1,4.6
GUEST001142,Marco,Brown,guest001142@email.com,Leisure,UK,Deluxe,True,2023-08-02,1,4.4
GUEST001143,Yuki,Martin,guest001143@email.com,Business,Greece,Standard,True,2023-07-03,3,4.3
GUEST001144,John,Garcia,guest001144@email.com,Leisure,Greece,Deluxe,False,2023-08-15,4,4.6
GUEST001145,Yuki,Schmidt,guest001145@email.com,Leisure,UK,Suite,False,2022-03-09,3,3.5
GUEST001146,Ahmed,Brown,guest001146@email.com,Couple,Greece,Suite,False,2024-05-10,4,4.0
GUEST001147,John,Schmidt,guest001147@email.com,Leisure,Belgium,Suite,False,2023-01-20,1,4.9
GUEST001148,Marco,Mueller,guest001148@email.com,Family,UK,Deluxe,True,2023-08-08,1,4.1
GUEST001149,Lucia,Zhang,guest001149@email.com,Leisure,Belgium,Family,True,2022-07-11,3,3.3
GUEST001150,Lucia,Johnson,guest001150@email.com,Business,Belgium,Suite,True,2024-06-04,1,3.4
GUEST001151,Klaus,Schmidt,guest001151@email.com,Business,Spain,Family,False,2023-12-28,2,4.1
GUEST001152,John,Brown,guest001152@email.com,Solo Travel,Belgium,Deluxe,False,2023-02-28,1,3.6
GUEST001153,Maria,Rossi,guest001153@email.com,Solo Travel,UK,Standard,False,2024-06-17,3,3.6
GUEST001154,Sophie,Schmidt,guest001154@email.com,Family,France,Deluxe,False,2023-04-08,3,5.0
GUEST001155,Klaus,Garcia,guest001155@email.com,Couple,China,Suite,True,2023-06-22,2,3.8
GUEST001156,Klaus,Mueller,guest001156@email.com,Business,Belgium,Suite,False,2022-04-25,2,3.4
GUEST001157,Yuki,Smith,guest001157@email.com,Leisure,Italy,Penthouse,False,2024-03-07,2,3.3
GUEST001158,Sophie,Johnson,guest001158@email.com,Leisure,UK,Penthouse,False,2023-03-31,1,3.4
GUEST001159,Marco,Smith,guest001159@email.com,Leisure,Belgium,Family,False,2024-03-29,7,4.7
GUEST001160,Emma,Martin,guest001160@email.com,Business,Greece,Standard,True,2022-06-07,4,3.0
GUEST001161,Sophie,Schmidt,guest001161@email.com,Business,France,Standard,False,2024-08-03,11,4.2
GUEST001162,Emma,Martin,guest001162@email.com,Leisure,UK,Standard,True,2022-11-14,3,4.1
GUEST001163,Yuki,Mueller,guest001163@email.com,Business,France,Family,False,2024-02-27,3,3.6
GUEST001164,Maria,Martin,guest001164@email.com,Business,China,Deluxe,False,2023-11-24,1,3.8
GUEST001165,Ahmed,Garcia,guest001165@email.com,Business,Spain,Family,False,2024-01-12,15,4.5
GUEST001166,John,Rossi,guest001166@email.com,Leisure,UK,Deluxe,False,2023-02-01,1,4.8
GUEST001167,Marco,Johnson,guest001167@email.com,Couple,Germany,Family,False,2022-01-05,1,4.4
GUEST001168,Klaus,Smith,guest001168@email.com,Leisure,Italy,Family,False,2023-12-05,1,4.9
GUEST001169,Lucia,Johnson,guest001169@email.com,Business,Netherlands,Suite,False,2022-12-08,13,3.7
GUEST001170,Emma,Smith,guest001170@email.com,Solo Travel,Italy,Penthouse,False,2022-04-16,2,4.4
GUEST001171,Marco,Brown,guest001171@email.com,Business,China,Penthouse,True,2022-01-24,4,4.0
GUEST001172,Lucia,Brown,guest001172@email.com,Couple,UK,Penthouse,False,2023-10-17,6,3.5
GUEST001173,Sophie,Schmidt,guest001173@email.com,Family,China,Penthouse,True,2022-07-25,2,4.0
GUEST001174,Sophie,Brown,guest001174@email.com,Business,France,Standard,False,2022-10-11,4,3.9
GUEST001175,Marco,Schmidt,guest001175@email.com,Leisure,Greece,Deluxe,True,2024-03-02,2,4.3
GUEST001176,Emma,Johnson,guest001176@email.com,Business,France,Standard,False,2022-10-07,1,3.9
GUEST001177,Ahmed,Mueller,guest001177@email.com,Family,Italy,Deluxe,False,2022-10-08,1,3.8
GUEST001178,Maria,Smith,guest001178@email.com,Business,France,Deluxe,False,2024-09-08,1,4.5
GUEST001179,Lucia,Martin,guest001179@email.com,Leisure,USA,Family,True,2023-06-11,3,3.9
GUEST001180,Maria,Garcia,guest001180@email.com,Family,Netherlands,Standard,True,2023-07-10,5,4.8
GUEST001181,Yuki,Martin,guest001181@email.com,Business,Germany,Deluxe,False,2022-11-23,1,4.5
GUEST001182,Klaus,Mueller,guest001182@email.com,Couple,UK,Family,False,2024-08-23,5,4.2
GUEST001183,Klaus,Weber,guest001183@email.com,Leisure,Greece,Family,True,2022-09-08,1,4.7
GUEST001184,Ahmed,Johnson,guest001184@email.com,Leisure,China,Family,False,2022-11-15,2,4.5
GUEST001185,Lucia,Schmidt,guest001185@email.com,Couple,France,Family,False,2023-07-08,2,3.9
GUEST001186,Emma,Smith,guest001186@email.com,Business,Germany,Standard,False,2022-05-14,4,4.5
GUEST001187,John,Rossi,guest001187@email.com,Couple,China,Deluxe,False,2024-07-13,3,4.1
GUEST001188,John,Johnson,guest001188@email.com,Leisure,Greece,Family,True,2023-01-28,1,3.0
GUEST001189,John,Johnson,guest001189@email.com,Family,UK,Standard,False,2023-03-13,6,3.8
GUEST001190,Francesca,Mueller,guest001190@email.com,Leisure,France,Penthouse,False,2023-12-23,3,3.8
GUEST001191,Lucia,Weber,guest001191@email.com,Solo Travel,France,Deluxe,True,2023-10-07,2,4.8
GUEST001192,Emma,Weber,guest001192@email.com,Solo Travel,Belgium,Suite,False,2022-12-31,3,4.4
GUEST001193,Klaus,Schmidt,guest001193@email.com,Business,Netherlands,Family,False,2024-04-17,5,3.2
GUEST001194,Sophie,Martin,guest001194@email.com,Solo Travel,Greece,Family,True,2022-03-22,4,4.2
GUEST001195,Emma,Weber,guest001195@email.com,Business,China,Standard,False,2022-05-15,14,4.2
GUEST001196,Maria,Rossi,guest001196@email.com,Business,Netherlands,Standard,False,2022-04-10,1,4.1
GUEST001197,Emma,Brown,guest001197@email.com,Couple,Germany,Penthouse,False,2023-12-02,5,4.0
GUEST001198,Emma,Rossi,guest001198@email.com,Family,China,Suite,True,2022-08-26,1,3.8
GUEST001199,Sophie,Mueller,guest001199@email.com,Family,UK,Deluxe,False,2024-05-31,10,4.1
GUEST001200,Lucia,Brown,guest001200@email.com,Leisure,UK,Deluxe,False,2024-07-23,1,4.5
GUEST001201,Yuki,Zhang,guest001201@email.com,Solo Travel,Spain,Suite,True,2022-07-07,4,3.5
GUEST001202,Yuki,Schmidt,guest001202@email.com,Couple,USA,Suite,True,2023-04-10,2,3.4
GUEST001203,Emma,Smith,guest001203@email.com,Leisure,Italy,Suite,True,2022-03-08,13,5.0
GUEST001204,Emma,Johnson,guest001204@email.com,Business,UK,Family,False,2022-12-26,13,4.8
GUEST001205,Emma,Rossi,guest001205@email.com,Business,USA,Standard,False,2024-05-16,2,3.5
GUEST001206,Ahmed,Brown,guest001206@email.com,Leisure,Netherlands,Family,True,2024-02-26,4,4.3
GUEST001207,Yuki,Weber,guest001207@email.com,Business,Netherlands,Standard,False,2023-08-12,5,5.0
GUEST001208,Ahmed,Martin,guest001208@email.com,Leisure,China,Suite,False,2022-04-16,9,4.6
GUEST001209,Francesca,Johnson,guest001209@email.com,Leisure,USA,Deluxe,True,2022-11-30,1,4.1
GUEST001210,Marco,Johnson,guest001210@email.com,Business,France,Penthouse,False,2024-03-22,4,4.0
GUEST001211,Klaus,Martin,guest001211@email.com,Leisure,Netherlands,Suite,False,2023-04-18,2,4.5
GUEST001212,Francesca,Weber,guest001212@email.com,Business,Italy,Penthouse,False,2023-02-28,2,4.4
GUEST001213,Sophie,Weber,guest001213@email.com,Leisure,Netherlands,Suite,True,2022-09-07,3,3.5
GUEST001214,Marco,Mueller,guest001214@email.com,Leisure,Belgium,Penthouse,False,2024-09-24,1,4.3
GUEST001215,Emma,Zhang,guest001215@email.com,Leisure,USA,Family,True,2022-03-09,1,4.8
GUEST001216,Yuki,Garcia,guest001216@email.com,Family,China,Penthouse,False,2024-04-13,4,3.6
GUEST001217,Lucia,Zhang,guest001217@email.com,Business,UK,Family,False,2024-03-14,5,3.7
GUEST001218,Francesca,Weber,guest001218@email.com,Business,Netherlands,Standard,False,2024-03-17,3,4.5
GUEST001219,Yuki,Martin,guest001219@email.com,Couple,Spain,Suite,False,2023-12-12,1,3.6
GUEST001220,Sophie,Mueller,guest001220@email.com,Family,Italy,Family,False,2023-11-10,1,4.9
GUEST001221,Maria,Weber,guest001221@email.com,Business,Netherlands,Penthouse,False,2024-05-06,5,2.8
GUEST001222,Emma,Johnson,guest001222@email.com,Leisure,Greece,Deluxe,False,2023-08-30,12,4.4
GUEST001223,Lucia,Rossi,guest001223@email.com,Couple,Italy,Deluxe,False,2022-11-30,1,4.3
GUEST001224,Marco,Johnson,guest001224@email.com,Couple,USA,Deluxe,False,2024-04-21,5,4.5
GUEST001225,Emma,Mueller,guest001225@email.com,Business,USA,Penthouse,False,2022-11-12,6,4.2
GUEST001226,Francesca,Johnson,guest001226@email.com,Business,Italy,Deluxe,True,2023-09-05,4,4.3
GUEST001227,Maria,Weber,guest001227@email.com,Business,Greece,Family,False,2024-02-29,15,4.6
GUEST001228,Francesca,Schmidt,guest001228@email.com,Family,Germany,Deluxe,True,2023-05-22,3,4.5
GUEST001229,John,Johnson,guest001229@email.com,Leisure,Italy,Suite,False,2022-08-11,5,4.2
GUEST001230,Ahmed,Weber,guest001230@email.com,Business,Spain,Standard,False,2024-07-13,1,4.8
GUEST001231,John,Mueller,guest001231@email.com,Couple,Spain,Family,False,2023-11-08,8,3.7
GUEST001232,Ahmed,Rossi,guest001232@email.com,Leisure,France,Suite,False,2023-06-29,3,4.1
GUEST001233,Klaus,Zhang,guest001233@email.com,Leisure,Italy,Deluxe,False,2023-09-23,5,5.0
GUEST001234,Lucia,Rossi,guest001234@email.com,Couple,France,Standard,False,2022-07-20,5,4.0
GUEST001235,Sophie,Schmidt,guest001235@email.com,Couple,UK,Suite,False,2022-11-03,2,4.0
GUEST001236,Lucia,Brown,guest001236@email.com,Business,USA,Penthouse,False,2024-07-29,4,4.7
GUEST001237,Francesca,Schmidt,guest001237@email.com,Solo Travel,Greece,Suite,True,2022-04-02,2,4.9
GUEST001238,Lucia,Smith,guest001238@email.com,Leisure,Germany,Deluxe,True,2023-09-19,3,3.9
GUEST001239,Marco,Zhang,guest001239@email.com,Business,UK,Deluxe,False,2024-05-17,3,5.0
GUEST001240,Ahmed,Brown,guest001240@email.com,Family,Belgium,Family,True,2022-03-05,3,4.5
GUEST001241,Yuki,Martin,guest001241@email.com,Business,UK,Suite,False,2024-09-18,5,4.6
GUEST001242,John,Smith,guest001242@email.com,Leisure,Spain,Penthouse,False,2023-12-22,9,5.0
GUEST001243,Marco,Schmidt,guest001243@email.com,Leisure,Netherlands,Penthouse,True,2022-04-23,1,4.2
GUEST001244,Klaus,Smith,guest001244@email.com,Leisure,Greece,Family,False,2022-08-29,2,3.4
GUEST001245,Francesca,Weber,guest001245@email.com,Leisure,Netherlands,Family,False,2023-02-08,2,4.5
GUEST001246,Yuki,Zhang,guest001246@email.com,Leisure,France,Family,True,2023-02-20,1,3.9
GUEST001247,Francesca,Zhang,guest001247@email.com,Business,France,Suite,False,2023-07-13,1,4.2
GUEST001248,Sophie,Mueller,guest001248@email.com,Leisure,UK,Family,True,2023-05-02,4,3.3
GUEST001249,Ahmed,Garcia,guest001249@email.com,Leisure,USA,Penthouse,False,2023-07-23,2,4.5
GUEST001250,Francesca,Schmidt,guest001250@email.com,Leisure,Spain,Standard,False,2024-05-10,4,3.7
GUEST001251,Francesca,Mueller,guest001251@email.com,Business,UK,Penthouse,False,2022-10-23,1,3.6
GUEST001252,Ahmed,Mueller,guest001252@email.com,Solo Travel,Spain,Penthouse,False,2022-01-12,7,5.0
GUEST001253,Maria,Smith,guest001253@email.com,Leisure,Italy,Suite,False,2022-05-28,1,4.7
GUEST001254,Emma,Zhang,guest001254@email.com,Solo Travel,Italy,Standard,True,2024-09-25,1,3.4
GUEST001255,Ahmed,Johnson,guest001255@email.com,Business,Spain,Suite,False,2022-05-21,1,4.9
GUEST001256,Francesca,Rossi,guest001256@email.com,Solo Travel,China,Penthouse,True,2024-07-04,8,4.8
GUEST001257,Lucia,Zhang,guest001257@email.com,Solo Travel,USA,Penthouse,True,2023-10-01,9,4.0
GUEST001258,Ahmed,Rossi,guest001258@email.com,Leisure,Spain,Penthouse,True,2023-06-06,1,4.6
GUEST001259,Francesca,Martin,guest001259@email.com,Couple,UK,Deluxe,False,2024-04-19,4,4.0
GUEST001260,Emma,Zhang,guest001260@email.com,Leisure,Spain,Penthouse,False,2022-12-30,7,4.3
GUEST001261,Sophie,Mueller,guest001261@email.com,Leisure,Italy,Deluxe,True,2023-03-11,1,3.9
GUEST001262,Lucia,Smith,guest001262@email.com,Leisure,USA,Penthouse,False,2023-08-15,2,2.9
GUEST001263,Emma,Garcia,guest001263@email.com,Business,China,Deluxe,False,2023-12-31,4,3.0
GUEST001264,Marco,Brown,guest001264@email.com,Family,Belgium,Penthouse,False,2023-02-25,2,4.5
GUEST001265,Marco,Weber,guest001265@email.com,Leisure,Netherlands,Family,True,2023-01-11,7,4.7
GUEST001266,John,Smith,guest001266@email.com,Leisure,USA,Suite,False,2023-08-05,2,4.2
GUEST001267,Emma,Schmidt,guest001267@email.com,Couple,Italy,Family,True,2022-04-26,11,4.1
GUEST001268,Lucia,Rossi,guest001268@email.com,Business,Netherlands,Family,False,2024-09-11,2,4.4
GUEST001269,Maria,Mueller,guest001269@email.com,Leisure,Italy,Penthouse,False,2024-01-18,2,3.9
GUEST001270,Marco,Brown,guest001270@email.com,Business,France,Penthouse,False,2023-04-22,1,4.7
GUEST001271,Marco,Johnson,guest001271@email.com,Solo Travel,Belgium,Family,True,2023-06-20,1,4.8
GUEST001272,Lucia,Johnson,guest001272@email.com,Leisure,Netherlands,Deluxe,False,2022-09-09,7,3.6
GUEST001273,Emma,Johnson,guest001273@email.com,Business,Greece,Standard,False,2023-12-02,7,4.2
GUEST001274,Marco,Weber,guest001274@email.com,Family,UK,Family,True,2022-11-16,2,5.0
GUEST001275,Lucia,Smith,guest001275@email.com,Solo Travel,USA,Standard,False,2024-07-14,3,3.7
GUEST001276,Yuki,Martin,guest001276@email.com,Family,Italy,Deluxe,False,2024-03-08,3,5.0
GUEST001277,John,Rossi,guest001277@email.com,Family,Belgium,Standard,True,2023-04-10,2,3.8
GUEST001278,Marco,Rossi,guest001278@email.com,Leisure,UK,Family,False,2023-08-11,3,3.3
GUEST001279,Yuki,Zhang,guest001279@email.com,Family,Greece,Family,True,2022-12-28,3,3.4
GUEST001280,Klaus,Brown,guest001280@email.com,Couple,Italy,Suite,False,2022-06-21,1,4.6
GUEST001281,John,Weber,guest001281@email.com,Couple,China,Penthouse,True,2024-02-07,5,4.1
GUEST001282,Klaus,Weber,guest001282@email.com,Family,Netherlands,Suite,False,2022-09-24,2,4.9
GUEST001283,John,Rossi,guest001283@email.com,Leisure,Belgium,Standard,False,2023-08-16,2,4.3
GUEST001284,Ahmed,Weber,guest001284@email.com,Leisure,USA,Suite,False,2022-02-22,10,4.6
GUEST001285,Klaus,Weber,guest001285@email.com,Leisure,Germany,Deluxe,False,2022-01-28,2,4.1
GUEST001286,Klaus,Rossi,guest001286@email.com,Solo Travel,Germany,Suite,False,2022-03-26,1,4.6
GUEST001287,Ahmed,Martin,guest001287@email.com,Couple,UK,Deluxe,True,2022-03-20,1,4.2
GUEST001288,Klaus,Brown,guest001288@email.com,Business,Netherlands,Deluxe,False,2022-05-16,3,4.2
GUEST001289,Lucia,Brown,guest001289@email.com,Business,Italy,Deluxe,False,2022-10-09,1,4.6
GUEST001290,Klaus,Smith,guest001290@email.com,Solo Travel,Greece,Deluxe,False,2024-01-30,2,4.1
GUEST001291,Maria,Weber,guest001291@email.com,Business,USA,Deluxe,False,2022-06-28,1,3.9
GUEST001292,Lucia,Mueller,guest001292@email.com,Solo Travel,UK,Standard,False,2023-11-06,6,4.1
GUEST001293,Emma,Schmidt,guest001293@email.com,Leisure,Belgium,Standard,True,2024-04-07,3,4.2
GUEST001294,Ahmed,Brown,guest001294@email.com,Business,Spain,Penthouse,False,2024-03-12,2,5.0
GUEST001295,Sophie,Rossi,guest001295@email.com,Family,USA,Suite,False,2022-07-05,6,5.0
GUEST001296,Marco,Smith,guest001296@email.com,Couple,Belgium,Family,False,2022-12-18,5,4.3
GUEST001297,Maria,Mueller,guest001297@email.com,Business,Greece,Family,False,2023-09-02,3,3.6
GUEST001298,Ahmed,Rossi,guest001298@email.com,Family,Spain,Deluxe,True,2024-02-10,2,4.5
GUEST001299,Francesca,Zhang,guest001299@email.com,Leisure,Italy,Family,False,2022-09-01,1,3.4
GUEST001300,Emma,Mueller,guest001300@email.com,Business,Germany,Penthouse,False,2022-08-04,3,3.9
GUEST001301,Lucia,Schmidt,guest001301@email.com,Business,UK,Penthouse,True,2022-02-25,1,3.6
GUEST001302,Klaus,Johnson,guest001302@email.com,Leisure,China,Deluxe,True,2022-02-23,2,4.4
GUEST001303,Ahmed,Rossi,guest001303@email.com,Family,China,Penthouse,False,2023-02-13,1,4.5
GUEST001304,Emma,Brown,guest001304@email.com,Business,USA,Penthouse,True,2023-05-03,3,3.5
GUEST001305,Marco,Garcia,guest001305@email.com,Solo Travel,Italy,Suite,False,2023-01-24,2,3.9
GUEST001306,Francesca,Rossi,guest001306@email.com,Business,France,Family,False,2022-09-26,4,4.8
GUEST001307,Ahmed,Martin,guest001307@email.com,Leisure,Spain,Penthouse,True,2024-06-10,1,4.0
GUEST001308,Francesca,Smith,guest001308@email.com,Solo Travel,China,Deluxe,False,2022-10-23,2,3.8
GUEST001309,Emma,Zhang,guest001309@email.com,Leisure,Germany,Family,False,2023-11-26,1,5.0
GUEST001310,Yuki,Martin,guest001310@email.com,Leisure,Italy,Deluxe,False,2023-12-01,5,4.1
GUEST001311,John,Johnson,guest001311@email.com,Leisure,USA,Standard,True,2024-07-28,1,4.0
GUEST001312,Marco,Schmidt,guest001312@email.com,Couple,Greece,Standard,False,2024-09-06,3,3.5
GUEST001313,Francesca,Weber,guest001313@email.com,Leisure,UK,Penthouse,False,2024-07-29,2,4.1
GUEST001314,Klaus,Schmidt,guest001314@email.com,Leisure,China,Standard,False,2022-10-04,1,3.7
GUEST001315,Klaus,Johnson,guest001315@email.com,Family,China,Deluxe,False,2022-09-19,1,5.0
GUEST001316,Lucia,Zhang,guest001316@email.com,Solo Travel,Greece,Standard,False,2023-04-18,6,4.2
GUEST001317,Sophie,Weber,guest001317@email.com,Business,Belgium,Deluxe,True,2024-02-28,4,4.3
GUEST001318,Sophie,Martin,guest001318@email.com,Leisure,USA,Deluxe,False,2022-12-12,2,4.5
